"CBSA","CBSA Code","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days PM2.5","Days PM10"
"St. Joseph, MO-KS","41140",2022,365,227,135,3,0,0,0,106,60,46,0,0,111,222,32
"St. Louis, MO-IL","41180",2022,365,81,269,15,0,0,0,147,84,58,0,2,85,259,19
"St. Marys, PA","41260",2022,363,353,9,1,0,0,0,101,45,35,0,0,363,0,0
"State College, PA","44300",2022,365,240,125,0,0,0,0,89,59,44,0,0,168,197,0
"Steamboat Springs, CO","44460",2022,356,356,0,0,0,0,0,43,25,13,0,0,0,0,356
"Stockton-Lodi, CA","44700",2022,365,192,164,8,0,1,0,208,86,48,0,0,172,169,24
"Summerville, GA","44900",2022,245,236,9,0,0,0,0,77,47,35,0,0,245,0,0
"Syracuse, NY","45060",2022,365,316,49,0,0,0,0,69,52,38,0,0,220,145,0
"Tallahassee, FL","45220",2022,365,200,165,0,0,0,0,97,61,48,0,0,55,310,0
"Tampa-St. Petersburg-Clearwater, FL","45300",2022,365,165,199,1,0,0,0,126,65,51,0,0,98,267,0
"Taos, NM","45340",2022,359,323,36,0,0,0,0,86,51,19,0,0,0,359,0
"Terre Haute, IN","45460",2022,365,203,160,2,0,0,0,115,63,47,0,0,109,256,0
"Texarkana, TX-AR","45500",2022,349,144,205,0,0,0,0,99,65,52,0,0,0,349,0
"The Dalles, OR","45520",2022,161,161,0,0,0,0,0,50,23,16,0,0,0,161,0
"Toledo, OH","45780",2022,362,239,118,5,0,0,0,119,63,44,0,0,132,230,0
"Topeka, KS","45820",2022,350,220,130,0,0,0,0,87,62,44,0,0,172,177,1
"Torrington, CT","45860",2022,365,308,54,3,0,0,0,108,58,40,0,0,319,46,0
"Traverse City, MI","45900",2022,243,218,22,2,1,0,0,151,51,36,0,0,243,0,0
"Trenton, NJ","45940",2022,365,227,135,3,0,0,0,119,61,46,0,0,156,209,0
"Truckee-Grass Valley, CA","46020",2022,365,185,161,11,3,5,0,293,87,50,0,0,258,107,0
"Tucson, AZ","46060",2022,365,147,205,13,0,0,0,142,81,53,0,0,196,94,75
"Tulsa, OK","46140",2022,365,161,190,12,2,0,0,185,80,52,0,0,170,192,3
"Tupelo, MS","46180",2022,244,225,19,0,0,0,0,100,49,40,0,0,244,0,0
"Tuscaloosa, AL","46220",2022,280,240,40,0,0,0,0,87,54,37,0,0,195,85,0
"Twin Falls, ID","46300",2022,353,280,71,1,1,0,0,155,55,31,0,0,0,353,0
"Tyler, TX","46340",2022,363,289,68,6,0,0,0,122,64,40,0,19,344,0,0
"Ukiah, CA","46380",2022,365,129,234,2,0,0,0,103,69,54,0,0,26,339,0
"Urban Honolulu, HI","46520",2022,365,356,9,0,0,0,0,57,40,29,0,2,177,185,1
"Utica-Rome, NY","46540",2022,332,288,44,0,0,0,0,83,52,26,0,0,0,332,0
"Valdosta, GA","46660",2022,354,191,163,0,0,0,0,100,63,48,0,0,0,354,0
"Vallejo-Fairfield, CA","46700",2022,365,235,130,0,0,0,0,93,67,43,0,0,197,168,0
"Vermillion, SD","46820",2022,365,320,45,0,0,0,0,87,53,38,0,0,232,133,0
"Vernal, UT","46860",2022,365,242,123,0,0,0,0,93,67,47,0,0,329,36,0
"Victoria, TX","47020",2022,354,342,12,0,0,0,0,74,46,30,0,0,354,0,0
"Vincennes, IN","47180",2022,344,321,23,0,0,0,0,87,48,36,0,0,344,0,0
"Vineland-Bridgeton, NJ","47220",2022,362,308,54,0,0,0,0,84,53,38,0,5,239,118,0
"Vineyard Haven, MA","47240",2022,359,338,20,1,0,0,0,126,47,37,0,0,346,13,0
"Virginia Beach-Norfolk-Newport News, VA-NC","47260",2022,365,277,87,1,0,0,0,115,55,42,0,12,136,217,0
"Visalia-Porterville, CA","47300",2022,365,58,193,106,8,0,0,182,129,77,0,0,192,158,15
"Wabash, IN","47340",2022,362,334,27,1,0,0,0,112,49,37,0,0,362,0,0
"Waco, TX","47380",2022,364,209,155,0,0,0,0,100,64,48,3,0,122,239,0
"Walla Walla, WA","47460",2022,365,285,76,3,1,0,0,152,59,39,0,0,227,126,12
"Warner Robins, GA","47580",2022,362,214,147,1,0,0,0,102,61,45,0,0,0,362,0
"Washington Court House, OH","47920",2022,128,126,2,0,0,0,0,64,46,35,0,0,128,0,0
"Washington-Arlington-Alexandria, DC-VA-MD-WV","47900",2022,365,153,208,4,0,0,0,128,67,52,0,5,130,230,0
"Waterloo-Cedar Falls, IA","47940",2022,365,226,139,0,0,0,0,84,59,46,0,0,96,269,0
"Watertown, SD","47980",2022,365,285,79,1,0,0,0,101,58,41,0,0,205,128,32
"Watertown-Fort Atkinson, WI","48020",2022,200,185,15,0,0,0,0,87,49,38,0,0,200,0,0
"Watertown-Fort Drum, NY","48060",2022,360,352,8,0,0,0,0,84,43,32,0,0,360,0,0
"Wausau, WI","48140",2022,205,197,8,0,0,0,0,64,46,35,0,0,205,0,0
"Weirton-Steubenville, WV-OH","48260",2022,365,148,217,0,0,0,0,100,68,53,0,0,66,299,0
"Wenatchee, WA","48300",2022,365,246,96,8,13,2,0,290,74,34,0,0,0,365,0
"Wheeling, WV-OH","48540",2022,365,161,204,0,0,0,0,99,70,52,0,3,53,308,1
"Whitewater-Elkhorn, WI","48580",2022,200,181,16,3,0,0,0,105,50,39,0,0,200,0,0
"Wichita, KS","48620",2022,365,168,192,5,0,0,0,119,74,52,0,0,151,199,15
"Williamsport, PA","48700",2022,304,221,83,0,0,0,0,80,57,40,0,0,139,165,0
"Wilmington, NC","48900",2022,361,268,93,0,0,0,0,80,55,42,0,0,93,268,0
"Wilmington, OH","48940",2022,245,216,28,1,0,0,0,140,54,40,0,0,245,0,0
"Winchester, VA-WV","49020",2022,334,234,100,0,0,0,0,89,58,43,0,0,116,218,0
"Winona, MN","49100",2022,121,113,8,0,0,0,0,65,44,22,0,0,0,121,0
"Winston-Salem, NC","49180",2022,365,183,181,1,0,0,0,137,62,50,0,0,103,262,0
"Worcester, MA-CT","49340",2022,365,227,138,0,0,0,0,100,60,46,0,4,114,247,0
"Yakima, WA","49420",2022,365,178,181,5,1,0,0,158,82,51,0,0,0,365,0
"York-Hanover, PA","49620",2022,365,205,159,1,0,0,0,105,64,47,0,4,127,234,0
"Youngstown-Warren-Boardman, OH-PA","49660",2022,365,214,147,4,0,0,0,136,64,47,0,0,133,232,0
"Yuba City, CA","49700",2022,364,154,205,5,0,0,0,119,81,52,0,0,178,186,0
"Yuma, AZ","49740",2022,365,228,128,9,0,0,0,142,73,46,0,0,199,98,68
